,Unnamed: 0,Time,CHWST,OA Humidity,OA Temperature,3rd Floor AHU-1|SA Airflow,3rd Floor AHU-2|SA Airflow,3rd Floor AHU-3|SA Airflow,3rd Floor AHU-7|SA Airflow,3rd Floor AHU-8|SA Airflow,Level 2 AHU-4|SA Airflow,Level 2 AHU-5|SA Airflow,Roof AHU-10|SA Airflow,Roof AHU-11|SA Airflow,Roof AHU-12|SA Airflow,Roof AHU-9|SA Airflow,3rd Floor AHU-1|RA Humidity,3rd Floor AHU-2|RA Humidity,3rd Floor AHU-3|RA Humidity,3rd Floor AHU-7|RA Humidity,3rd Floor AHU-8|RA Humidity,Level 2 AHU-4|RA Humidity,Level 2 AHU-5|RA Humidity,Roof AHU-10|RA Humidity,Roof AHU-11|RA Humidity,Roof AHU-12|RA Humidity,Roof AHU-9|RA Humidity,Run Time,Flow Rate,Return Temperature,Action,Power,Power Actual
10,10,10,46.09999847,90.43000031,72.40000153,1710.640015,0.0,1363.261841,1656.393311,10682.81934,2227.521484,0.0,9426.833008,10421.74414,9309.304688,5676.680176,44.87302017,44.48740387,46.27000046,50.56075668,53.74212646,63.92768097,76.31241608,56.02593613,54.10534668,53.50158691,54.29999924,2,4.7970651985006345,53.588724528073826,0.0,386748.3170932506,390094
11,11,11,46.18287659,90.4458847,72.40000153,1708.384277,0.0,1363.571655,1651.806763,10700.63379,2004.322144,0.0,9708.744141,10445.87305,9229.586914,5698.798828,44.88786316,44.49943924,46.27000046,51.00215912,53.76687622,63.67552948,76.28851318,56.09231186,54.1169281,53.8429184,54.30654907,3,9.200882522274416,53.70394396717471,0.0,385615.00883450895,390995
12,12,12,46.36566544,90.46988678,72.38240051,1705.6649170000005,0.0,1366.171021,1640.35083,10713.31641,1737.6269530000004,0.0,9815.493164,10478.91992,8829.495117,5803.818359000001,44.9238472,44.59142685,46.27000046,50.25623322,53.79688263,63.15160751,76.2525177,55.79432297,54.11092758,53.66686249,54.3185463,4,12.755147776772834,53.84314880349949,0.0,385033.3629380759,392488
13,13,13,46.40000153,90.49388885,72.36161041,1702.945435,0.0,1368.770386,1628.89502,10725.99902,1470.931763,0.0,9922.243164,10511.9668,8429.404297,5908.837890999999,44.95983505,44.68341064,46.27000046,49.51030731,53.82688904,62.62768555,76.21652222,55.49633789,54.10492706,53.49080658,54.33054733,5,15.405643450247421,53.93418012818914,0.0,384922.3294466099,390044
14,14,14,46.3585968,90.5178833,72.34082031,1700.225952,0.0,1371.3696289999998,1617.439087,10738.68164,1204.236572,0.0,10028.99316,10545.0127,8029.312988,6013.857422,44.99581909,44.77539825,46.27000046,48.76438141,53.85689926,62.10376358,76.18052673,55.19835281,54.09892654,53.31475067,54.34254456,6,18.29942587395903,53.96768256120457,0.0,385178.055681933,387568
15,15,15,46.30862427,90.54188538,72.32002258,1697.50647,0.0,1373.9689939999996,1605.983276,10751.36426,937.5413818,0.0,10135.74219,10578.05957,7629.22168,6118.877441,45.03180313,44.86738586,46.27000046,48.01845551,53.88690567,61.57984161,76.14453125,54.90036392,54.09292603,53.13869476,54.35454559,7,21.177652315074603,53.94957075118792,0.0,385886.0681524091,385092
16,16,16,46.05072784,90.55000305,72.29923248,1695.528564,0.0,1371.911011,1595.341187,10758.83887,848.4155883999998,0.0,10136.64941,10610.93848,7492.856445,6112.752441,45.0766983,44.83673859,46.27000046,47.94528961,53.90338135,62.09515381,76.05723572,55.11230087,54.09000015,52.79787445,54.36981964,8,23.31259979566922,53.82853792564548,0.0,385057.5997887525,382616
17,17,17,46.0,90.55000305,72.29599762,1693.7042239999996,0.0,1368.657593,1584.975342,10762.2793,809.5634155,0.0,9950.626953,10643.49805,7894.974120999998,5923.661133,45.13069916,44.73872375,46.27000046,48.83148575,53.90938187,63.89727020000001,75.93521881,55.77833939,54.09000015,52.28976059,54.38782120000001,9,24.02307693405794,53.65242670640258,0.0,383985.37324482494,385713
18,18,18,46.0,90.55000305,72.29599762,1691.879761,0.0,1365.404053,1574.609497,10765.71875,770.7112427000002,0.0,9764.603516,10676.05859,8297.091797,5734.569824,45.18470383,44.64070511,46.27000046,49.71767807,53.91538239,65.6993866,75.81319427,56.44438171,54.09000015,51.78165054,54.40582275,10,23.560485982093823,53.485409555420674,0.0,383837.09138547146,388846
19,19,19,46.0,90.55000305,72.29599762,1690.05542,0.0,1362.150513,1564.243774,10769.15918,731.8590697999998,0.0,9578.580078,10708.61914,8699.208984,5545.478515999999,45.2387085,44.54269028,46.27000046,50.60387421,53.92138290000001,67.50149536,75.69117737,57.11042023,54.09000015,51.27353668,54.42382813,11,22.691539829860314,53.323766001951626,0.0,384532.08179981407,391978
20,20,20,45.9172287,90.55000305,72.29599762,1688.230957,0.0,1358.896973,1553.87793,10772.59961,693.006897,0.0,9392.556641,10741.17871,9101.327148,5356.387207,45.29270935,44.44467163,46.27000046,51.49006653,53.92738342,69.30361176,75.56915283,57.77646255,54.09000015,50.76542664,54.44182968,12,21.852147542033478,53.1587657219976,0.0,385869.5769350735,382001
21,21,21,45.90000153,90.5460434,72.29599762,1691.6890870000002,0.0,1362.609741,1558.0842289999996,10757.81934,716.4775391,0.0,9278.109375,10856.3623,9194.113281,5250.865234000001,45.30218887,44.42550659,46.25888062,51.53798294,53.93000031,69.75660706,75.45075226,56.95551682,54.06744003,51.10256577,54.46092224,13,21.23490528461712,53.02922744267214,0.0,385867.2048926162,380016
22,22,22,45.90000153,90.54003906,72.3117218,1696.2324219999996,0.0,1368.119019,1567.290161,10728.94531,757.6700438999999,0.0,9289.90918,11128.28027,8657.629883,5281.848145,45.26618195,44.44949722,46.23488235,50.39591217,53.93000031,68.54123688,75.33478546,54.81194305,54.02342987,52.29413986,54.48092651,14,21.723937335187006,53.036546934057796,0.0,384862.3637722201,386052
23,23,23,45.90000153,90.53403473,72.33032990000002,1700.775757,0.0,1373.628174,1576.4959720000004,10700.07031,798.8625488,0.0,9301.708008,11400.19922,8121.146484000001,5312.831055,45.23017502,44.47349167,46.21088791,49.25384521,53.93000031,67.3258667,75.21882629,52.66837311,53.97941971,53.48571014,54.50092697,15,23.405817176216516,53.10701621971258,0.0,385521.4428477692,386100
24,24,24,46.06585312,90.5280304,72.34894562,1705.3190920000004,0.0,1379.137451,1585.701904,10671.19629,840.0550537,0.0,9313.507813,11672.11816,7584.663086,5343.8134770000015,45.19417191,44.4974823,46.18688965,48.11177826,53.93000031,66.11049652,75.1028595,50.52479935,53.93540955,54.67728043,54.52092743,16,24.86891038722926,53.263261208710546,0.0,388196.9927729361,384909
25,25,25,46.26578522,90.52203369,72.36755371,1709.862305,0.0,1384.646606,1594.907837,10642.32227,881.2476196,0.0,9325.307617,11944.03711,7048.179687999998,5374.7963869999985,45.15816498,44.52147293,46.16289520000001,46.96970749,53.93000031,64.89511871,74.98690033,48.3812294,53.89139938,55.86885452,54.54092789,17,25.80640182435825,53.638171971349195,1.0,390631.2759360671,388368
26,26,26,46.38292694,90.51999664,72.3861618,1707.6303710000002,0.0,1385.77002,1607.084595,10747.62402,864.5010376,0.0,9342.685547,12139.90332,6889.311523,5432.236816,45.13108063,44.55838013,46.14167023,46.87803268,53.93788147,64.67092896,74.94000244,48.02848053,53.85767365,55.90410614,54.54999924,18,212.60691725191992,52.905506651229445,0.0,402412.8208937306,389790
27,27,27,46.40000153,90.51999664,72.39052582,1703.999146,0.0,1385.77002,1620.269409,10957.13672,831.3571167,0.0,9369.947266,12192.18652,7503.918456999999,5532.691895,45.11307907,44.60240173,46.12366867,48.27560043,53.95188141,65.68536377,74.94000244,49.27500916,53.83368301,54.76204300000001,54.54999924,19,24.75722050519427,53.24806736038077,0.0,395323.24287991575,396646
28,28,28,46.40000153,90.51999664,72.39232635,1700.3680420000005,0.0,1385.77002,1633.454224,11166.64941,798.2131958,0.0,9397.208984,12244.46973,8118.525390999999,5633.146973,45.09507751,44.64642334,46.10567093,49.67316818,53.96588135,66.69979095,74.94000244,50.521541600000006,53.80968857,53.61997604,54.54999924,0,23.427723903065136,53.452549155039364,0.0,387860.26973952923,393721
29,29,29,46.23397446,90.51999664,72.39412689,1696.736816,0.0,1385.77002,1646.639038,11376.16211,765.0692749,0.0,9424.470703,12296.75293,8733.131836,5733.602539,45.07707596,44.69044495,46.08766937,51.07073593,53.97988129,67.71421814,74.94000244,51.76807404,53.78569794,52.47791289999999,54.54999924,0,0.5270878395041763,53.43607327777384,0.0,388569.1634253341,389825
30,30,30,46.20000076,90.51999664,72.39592743,1693.105713,0.0,1385.77002,1659.823853,11585.6748,731.925354,0.0,9451.732422,12349.03613,9347.739258,5834.057617,45.0590744,44.73446655,46.06966782,52.46829987,53.99388504,68.72865295,74.94000244,53.01460648,53.76170349,51.33584595,54.54999924,0,0.0,53.37671578476839,0.0,390137.67318115593,390065
31,31,31,46.28293228,90.53187561,72.39772797,1695.502686,0.0,1386.02478,1651.560181,11692.61133,680.6102295,0.0,9375.827148,12328.71875,9666.850586,5885.6865229999985,45.05595016,44.72929001,46.04240417,53.17214584,53.98197556,68.4878006,74.95072937,53.8302002,53.75,51.16854858,54.53906631,0,2.747919855813336,53.35365216551848,0.0,390288.2413252261,390331
32,32,32,46.29999924,90.54988861,72.39800262,1699.130493,0.0,1386.344849,1636.030762,11719.97754,624.1306152000002,0.0,9118.831055,12171.50879,9381.473633,5857.415039,45.0679512,44.69728851,46.00439835,52.88612747,53.94997025,66.69168091,74.96872711,54.26422501,53.75,51.99259949,54.51907349,1,4.188293771526256,53.387048597439374,0.0,387100.6545369418,390598
33,33,33,46.13424301,90.56789398,72.39800262,1702.758179,0.0,1386.664917,1620.501465,11747.34277,567.6509399,0.0,8861.834961,12014.29883,9096.09668,5829.143066,45.07995224,44.66528702,45.96639252,52.60010910000001,53.91796112,64.89556885,74.98673248,54.69824982,53.75,52.81665039,54.49908066,2,5.503675149106687,53.341890055585836,0.0,384356.63251466746,391097
34,34,34,46.1830368,90.58589935,72.39800262,1706.385986,0.0,1386.984863,1604.972046,11774.70898,511.17126460000014,0.0,8604.838867,11857.08887,8810.719727,5800.871094,45.09195328,44.63328552,45.928390500000006,52.31409073,53.88595581,63.09945679,75.00473022,55.13227844,53.75,53.64069748,54.47908783,3,11.305227280275572,53.267184603235236,0.0,382672.4201061847,387228
35,35,35,46.20000076,90.60391235,72.39800262,1710.0137940000004,0.0,1387.304932,1589.442749,11802.0752,454.6915894,0.0,8347.84375,11699.87891,8525.342773,5772.599609000001,45.10395432,44.60128403,45.89038467,52.02806854,53.85394669,61.30334091,75.02272797,55.56630325,53.75,54.46474838,54.459095,4,16.654551166526527,53.14378128958661,0.0,381934.96098611446,383332
36,36,36,46.28278351,90.61000061,72.39800262,1678.9781489999998,0.0,1392.6682130000004,1589.844238,11790.76367,509.9011536,0.0,8127.738281,11614.52734,8432.428711,5745.29248,45.15267563,44.57835007,45.87277985,51.74122238,53.82984161,61.07945633,74.97871399,55.90900421,53.74076843,54.37691879,54.467453000000006,5,20.783358761992716,53.18836119521278,0.0,381344.8860032377,384044
37,37,37,46.29999924,90.61000061,72.39292145,1640.709961,0.0,1399.3186039999996,1595.685181,11749.58105,596.6098022000001,0.0,7972.81543,11664.47949,8732.700195,5719.5629880000015,45.23869324,44.56035614,45.87878036,51.45318604,53.81184387,62.80102539,74.89269257,56.17093658,53.72276688,53.36280441,54.49945831,6,22.267659885895732,53.26429149606609,0.0,380544.79633183614,384795
38,38,38,46.38290787,90.61000061,72.38692474,1602.441772,0.0,1405.9689939999996,1601.526123,11708.39844,683.3184204,0.0,7817.89209,11714.43164,9032.97168,5693.833496,45.32471085,44.54236221,45.88478088,51.1651535,53.79384232,64.52259064,74.80667877,56.43287277,53.70476151,52.34869385,54.53146744,7,22.094521573503965,53.35485235904228,0.0,380767.07356368826,386288
39,39,39,46.48289871,90.61000061,72.38092804,1564.173584,0.0,1412.619385,1607.367065,11667.21582,770.0270386,0.0,7662.969238,11764.38477,9333.242188,5668.104004,45.41073227,44.52436829,45.89078522,50.87712097,53.77584076,66.24416351,74.72065735,56.69480515,53.68675995,51.33458328,54.56347275,8,20.61527820762721,53.44224891194459,0.0,381920.88386473205,386697
40,40,40,46.5,90.61000061,72.37492371,1525.905396,0.0,1419.269775,1613.208008,11626.03418,856.7356566999998,0.0,7508.046387,11814.33691,9633.513672,5642.3745119999985,45.49674988,44.50637054,45.89678574,50.58908844,53.7578392,67.96572876,74.63463593,56.95674133,53.66875839,50.32047272,54.59548187,9,19.01492700604554,53.492862524747736,0.0,383620.63189646124,387361
41,41,41,46.5,90.59409332,72.368927,1518.986694,0.0,1425.063843,1614.258545,11549.71875,861.2294922,0.0,7465.291992,11839.4834,9797.765625,5748.80957,45.51812744,44.38629532,45.90000153,50.38695908,53.75338745,68.94763947,74.59283447,56.94128799,53.65075684,50.26775742,54.62311172,0,18.41307971383623,53.320536425120835,0.0,386908.04123785975,388028
42,42,42,46.41713715,90.57009888,72.36799622,1518.476807,0.0,1430.639893,1613.680542,11446.30078,842.6133423,0.0,7620.255859000001,11817.76563,9685.501953,6070.242676,45.47412872,44.21024704,45.90000153,50.30695724,53.75938416,69.00966644,74.58083344,56.67927170000001,53.63275528,51.18947601,54.64710999,0,1.1849473749386874,53.32355805002429,0.0,386047.5253114232,388694
43,43,43,46.31715012,90.54610443,72.36799622,1517.966919,0.0,1436.215942,1613.102417,11342.88281,823.9971924,0.0,7775.219727,11796.04688,9573.239258,6391.67627,45.43013,44.03419876,45.90000153,50.2269516,53.76538086,69.07169342,74.5688324,56.4172554,53.61475754,52.11119843,54.67110825,0,3.9491963993166532,53.32486588560572,0.0,384980.57605222706,382548
44,44,44,46.13417435,90.52210999,72.36799622,1517.456909,0.0,1441.791992,1612.524414,11239.46484,805.3810425,0.0,7930.183105,11774.3291,9460.975586,6713.109375,45.38613129,43.8581543,45.90000153,50.14694595,53.77137756,69.13371277,74.55683136,56.15523911,53.5967598,53.03291702,54.69510651,0,7.09091101589442,53.361873221225196,0.0,384061.37710384483,385819
45,45,45,46.26563644,90.49811554,72.36799622,1516.9470210000004,0.0,1447.36792,1611.946411,11136.04688,786.7648926,0.0,8085.146973000001,11752.61133,9348.712891,7034.54248,45.34213257,43.68210602,45.90000153,50.06694412,53.77737427,69.19573975,74.54483795,55.89322281,53.57875824,53.95463562,54.71910858,0,10.539665679252384,53.40741892328832,0.0,383834.07441224734,389165
46,46,46,46.29999924,90.49992371,72.36799622,1523.115601,0.0,1447.274536,1625.477905,11078.18652,730.5239257999998,0.0,8164.718262,11730.27637,9267.572266,7216.735352,45.34185791,43.62388229,45.8972168,50.27292252,53.77662277,69.25416565,74.53283691,55.92464447,53.56383896,54.02388000000001,54.71689224,0,8.472239331944698,53.45633761117573,0.0,384282.15505397785,409845
47,47,47,46.34151077,90.51493073,72.37680817,1530.65918,0.0,1445.736938,1643.792358,11055.76367,663.5965576,0.0,8112.464355,11706.77441,9249.839844,7170.455566,45.38584518,43.62988281,45.89122009,50.88496017,53.77062225,69.30815887,74.52084351,56.21658707,53.55184174,53.22383499,54.69289017,1,7.738934820084129,53.474029067938645,0.0,384057.05681676074,417945
48,48,48,46.39149475,90.52993011,72.38720703,1538.202759,0.0,1444.199341,1662.106934,11033.33984,596.6691894999999,0.0,8060.210448999998,11683.27148,9232.108398,7124.17627,45.42983246,43.63587952,45.88521957,51.49699402,53.76462173,69.36215209999999,74.50884247,56.50852585,53.53984451,52.42378616,54.66888809,2,8.443378463015524,53.50748169560971,0.0,384293.0550166726,409711
49,49,49,46.48282623,90.5449295,72.3976059,1545.746216,0.0,1442.661743,1680.421387,11010.91602,529.7418213000002,0.0,8007.956055,11659.76953,9214.375977,7077.896484000001,45.47381973,43.64188004,45.87921906,52.10902786,53.75862122,69.4161377,74.49684906,56.80046844,53.52784729,51.62373734,54.64488983,3,9.469577326829564,53.56418833225415,0.0,385116.7890175902,401364
50,50,50,46.58283997,90.55992889,72.40801239,1553.289795,0.0,1441.124146,1698.7358399999996,10988.49219,462.8144226,0.0,7955.702148,11636.2666,9196.643555,7031.617187999998,45.51780701,43.64788055,45.87321854,52.72106552,53.75262070000001,69.47013092,74.48484802,57.09240723,53.51585007,50.82368851,54.62088776,4,10.418478842323818,53.644085288832045,0.0,386481.9867929286,393017
51,51,51,43.69797516,90.57493591,72.41841125,1596.50647,0.0,1475.076904,1714.7988280000004,10959.52148,486.6322937,0.0,7902.800293000001,11606.04883,9244.486328,6999.916504000002,45.50334167,43.64612198,45.86444092,53.26932144,53.7635231,68.97123718,74.47285461,57.11365891,53.49770355,50.72615051,54.60344315,5,11.881594542572223,53.307099151168,0.0,386635.0548898374,384671
52,52,52,43.18292999,90.5899353,72.41999817,1647.014038,0.0,1518.13916,1730.09021,10925.47363,536.1395263999998,0.0,7848.762206999999,11563.14648,9425.586914,6992.054687999998,45.42934418,43.64012146,45.85243607,53.72713470000001,53.78752518,67.78784943,74.46085358,56.89361191,53.47370911,51.34412384,54.59144592,6,15.078526144034587,53.01088885563762,0.0,387935.5227140924,384253
53,53,53,43.36564636,90.60493469,72.41999817,1697.5217289999996,0.0,1561.201416,1745.3815920000004,10891.42676,585.6467896,0.0,7794.724120999998,11520.24316,9606.686523,6984.193359000001,45.35534668,43.63412094,45.84043503,54.18494415,53.81153107,66.60445404,74.44885254,56.67356491,53.44971085,51.96209717,54.57944489,7,16.48301396169965,52.79263474404637,0.0,386782.99224078754,383902
54,54,54,43.40000153,90.61993408,72.41999817,1748.0292969999996,0.0,1604.263672,1760.6729739999996,10857.37891,635.1540527000002,0.0,7740.686523,11477.34082,9787.787109,6976.331543000001,45.28134918,43.62812042,45.82843399,54.64275742,53.83553696,65.42106628,74.4368515,56.45351791,53.4257164,52.5800705,54.56744385,8,17.154327703499714,52.53757084167147,0.0,386984.94901512977,385487
55,55,55,43.31715012,90.6349411,72.41999817,1798.5369870000004,0.0,1647.325928,1775.964355,10823.33203,684.6613159,0.0,7686.648437999998,11434.43848,9968.887695,6968.469727,45.20735168,43.6221199,45.81643295,55.10057068,53.85954285,64.2376709,74.42485046,56.23347092,53.40171814,53.19804382,54.55544662,9,17.841127278749905,52.24024762309584,0.0,388429.8730721688,387085
56,56,56,45.45529938,90.63999939,72.41999817,2071.340332,0.0,1660.1467289999996,1744.45752,10804.61719,629.0250244,0.0,7715.317870999998,11392.38574,10037.74023,6955.538086,45.26409149,43.65876770000001,45.80443192,54.95026016,53.86322784,63.69373703,74.43071747,55.19257355,53.35826874,53.43373871,54.55982589999999,10,18.26694612586256,52.586627350454236,0.0,383551.32448149164,403978
57,57,57,45.8170929,90.63999939,72.40171051,2390.229248,0.0,1665.2067869999996,1696.897461,10797.7373,543.5858154,0.0,7889.544434,11351.95313,9878.269531,6934.354004000002,45.45410538,43.71875,45.79243469,53.93019485,53.85122681,63.94975281,74.44871521,53.42311478,53.29624557,53.27973557,54.57781982,11,20.455197142601964,52.465647993800175,0.0,383780.9955896197,393483
58,58,58,45.75856781,90.63999939,72.38011169,2709.118164,0.0,1670.266724,1649.33728,10790.85645,458.1466675,0.0,8063.770508,11311.51953,9718.797852,6913.169922,45.64411545,43.77873611,45.78044128,52.91012955,53.83922577,64.20576477,74.46671295,51.65365601,53.23422241,53.12573624,54.59581375,12,19.800026640339137,52.26373755941414,0.0,385066.9641503161,382790
59,59,59,45.70859528,90.63999939,72.35852051,3028.00708,0.0,1675.326782,1601.7771,10783.97656,372.7074585,0.0,8237.99707,11271.08691,9559.326172,6891.98584,45.83412933,43.83872223,45.76844406,51.89006805,53.82722855,64.46178436,74.48471832,49.88419724,53.17220306,52.97173309,54.61380768,13,19.525880327174256,52.142348608866754,0.0,387631.9974471218,391345
60,60,60,45.86544037,90.63999939,72.33692169,3346.895996,0.0,1680.386841,1554.217041,10777.09668,287.26828,0.0,8412.223633,11230.6543,9399.854492,6870.801758,46.0241394,43.89870453,45.75644684,50.87000275,53.81522751,64.71779633,74.50271606,48.11474228,53.1101799,52.81773376,54.63180161,14,19.634895109434378,52.164077890422774,0.0,391427.47671110637,385466
61,61,61,45.81710434,90.62014771,72.31533051,3392.349609000001,0.0,1677.821045,1536.906372,10763.69531,317.4863586,0.0,8597.470703,11185.95801,9265.257813,6893.994140999999,46.36188889,44.11357117,45.74167633,50.52122498,53.81677246,64.84398651,74.46952057,47.83158493,53.08924103,52.42886734,54.60623169,15,19.505701198090126,52.25245566899018,0.0,393017.8941106494,389068
62,62,62,45.63408279,90.59013367,72.31199646,3382.055908,0.0,1673.298584,1529.857056,10745.2627,380.382782,0.0,8802.089844,11133.01367,9181.191406,6989.406738,46.85004425,44.41366577,45.72368622,51.13129044,53.82876587,64.80796814,74.40151978,48.87575912,53.10723877,51.80063248,54.54421234,16,19.359194823168146,52.272428877764625,0.0,393809.30237775855,386224
63,63,63,45.68287659,90.56011963,72.31199646,3371.762451,0.0,1668.776245,1522.807739,10726.8291,443.2791748,0.0,9006.708008,11080.06934,9097.125,7084.819336,47.33819962,44.71376038,45.70569229,51.7413559,53.84076309,64.77194977,74.33351135,49.91993332,53.12523651,51.17239761,54.48218918,17,19.341736255397823,52.3852450526047,0.0,395338.8420595068,391504
64,64,64,45.70000076,90.53010559,72.31199646,3361.468994,0.0,1664.253784,1515.758423,10708.39551,506.17559810000006,0.0,9211.327148,11027.12598,9013.058594,7180.231934,47.82635117,45.01385498,45.68769836,52.35142136,53.85275649999999,64.7359314,74.26551056,50.96410751,53.14323044,50.54416275,54.42016602,18,19.426076341591216,52.49494415598154,0.0,397456.98432498064,396852
65,65,65,45.86561584,90.50009155,72.31199646,3351.175293,0.0,1659.731445,1508.709106,10689.96289,569.0720215,0.0,9415.945313,10974.18164,8928.992188,7275.64502,48.31450653,45.31394958,45.66970444,52.961483,53.86475372,64.69991302,74.19750977,52.00828171,53.16122818,49.91592789,54.35814285,19,19.39452627560441,52.66987202742568,0.0,400304.18064151733,396801
66,66,66,45.98293304,90.48999786,72.31199646,3226.091553,0.0,1666.769775,1540.3122560000004,10672.75195,971.402832,0.0,9543.994141,10941.91602,8791.34668,7347.876953,48.53913498,45.47819519,45.65999985,53.27463149999999,53.88125229,63.96745682,74.1890564,52.37086105,53.18230438,49.93001938,54.28629303,20,19.194202774781463,52.855600239284556,0.0,400870.9071243735,396602
67,67,67,46.16593552,90.48999786,72.29708862,3077.568848,0.0,1676.806519,1585.06189,10656.49023,1469.035156,0.0,9538.234375,10948.59668,8544.755859,7382.390137,48.49715805,45.56819534,45.65999985,53.16460037,53.90125275,62.37410736,74.22106171,52.12678146,53.20631027,50.59388351,54.20627975,21,19.23887753719015,53.03109231265101,0.0,400720.21309802774,396858
68,68,68,46.2829895,90.48999786,72.27949524,2929.045898,0.0,1686.843262,1629.811646,10640.22949,1966.667358,0.0,9532.475586,10955.27637,8298.166016,7416.90332,48.45518112,45.65819550000001,45.65999985,53.05457306,53.92125702,60.78076172,74.25306702,51.88270187,53.23031616,51.25775146,54.12626648,22,19.942931334954338,53.18797502968077,0.0,401416.4003270121,397118
